Time (s)	[F-actin] M	[G-act]	[SPIN90]	[G-act] (t)	[Arp2/3]
2075.02	2.89547E-06	0.000003	0.000001	1.04531E-07	0.000000025
2085.02	2.89248E-06	0.000003	0.000001	1.07521E-07	0.000000025
2095.02	2.88066E-06	0.000003	0.000001	1.19336E-07	0.000000025
2105.01	2.8913E-06	0.000003	0.000001	1.087E-07	0.000000025
2115.01	2.89305E-06	0.000003	0.000001	1.06953E-07	0.000000025
2125.02	2.89688E-06	0.000003	0.000001	1.03121E-07	0.000000025
2135.01	2.88618E-06	0.000003	0.000001	1.13821E-07	0.000000025
2145.01	2.87873E-06	0.000003	0.000001	1.21272E-07	0.000000025
2155.01	2.87174E-06	0.000003	0.000001	1.2826E-07	0.000000025
2165.02	2.8842E-06	0.000003	0.000001	1.15797E-07	0.000000025
2175.02	2.88634E-06	0.000003	0.000001	1.13664E-07	0.000000025
2185.01	2.88706E-06	0.000003	0.000001	1.12944E-07	0.000000025
2195.01	2.88054E-06	0.000003	0.000001	1.19459E-07	0.000000025
2205.02	2.89456E-06	0.000003	0.000001	1.05436E-07	0.000000025
2215.02	2.88598E-06	0.000003	0.000001	1.14025E-07	0.000000025
